,SECUCODE,SECUNAME,EPSJB,EPSKCJB,YS,YSTZ,YSHZ,SJL,SJLTZ,SJLHZ,BPS,ROEPJ,MGXJJE,XSMLL,LRFP,GXL,NOTICEDATE,REPORTDATE,TYPE,COMPANYCODE
1478,601515,东风股份,1.02,0.81,1357071766.22,6.19140808,-,507920559.49,0.28281751,-,1.47139647,59.05,1.03436291,50.76019213,,-,2012-04-07T00:00:00,2010-12-31T00:00:00,1,80193722
1479,002455,百川股份,0.55,0.56,1685277973.08,48.59132375,-1.6034,62049615.78,17.58568689,26.9369,8.07895155,14.22,0.07949878,10.09106241,10转5派3,1.69779286926995,2012-04-07T00:00:00,2010-12-31T00:00:00,4,80138680
1480,002063,远光软件,0.5732,0.5631,478785737.54,54.4585182,180.1043,191299828.83,65.52635864,4246.01,2.82526486,31.03,0.95219029,73.89711941,10送2.9855派0.9952,0.54028230184582,2012-04-07T00:00:00,2010-12-31T00:00:00,4,80037204
1481,002173,创新医疗,0.14,0.14,292266353.25,2.84838158,-33.9962,28763914.96,144.08564379,-45.7562,3.92958988,7.55,0.094452,31.19096633,10转10,-,2012-04-07T00:00:00,2010-12-31T00:00:00,4,80099700
1482,002068,黑猫股份,0.11,0.21,3022863846.26,62.28648813,19.0382,53553960.76,-32.26303783,98.9029,2.56645126,8.69,0.85520746,14.08897662,不分配不转增,-,2012-04-07T00:00:00,2010-12-31T00:00:00,4,80080428
1483,300223,北京君正,1.4802,1.05,206140342.82,7.23911358,47.095,88814940.06,27.07563552,16.1871,3.24,59.17,1.57200076,57.53544896,,-,2012-04-07T00:00:00,2010-12-31T00:00:00,3,80161168
1484,002472,双环传动,0.75,0.71,843054963.16,59.20699682,1.7836,130753975.76,86.46913758,-4.1554,10.32864534,22.46,1.50888542,34.78483602,10转8派3,1.57811678064177,2012-04-07T00:00:00,2010-12-31T00:00:00,4,80150762
1485,000620,新华联,0.4,0.4,1721456326.07,-,-,515306450.87,23.94502101,5545.1959,5.96121638,31.65,1.59709473,63.97249845,不分配不转增,-,2012-04-07T00:00:00,2010-12-31T00:00:00,2,10000955
1486,600315,上海家化,0.65,0.63,3093956633.84,14.71354579,-22.1289,275630725.19,18.15159587,32.9563,3.53803965,19.87,0.77687103,54.79196241,10派2.5,0.67330999192028,2012-04-07T00:00:00,2010-12-31T00:00:00,1,10000257
1487,600491,龙元建设,0.19,0.17,9844290165.34,49.74647822,118.1845,184396764.65,1.51240482,120.849,5.07015252,7.88,-0.07105376,9.08048936,10转5送5派1,1.70940170940171,2012-04-07T00:00:00,2010-12-31T00:00:00,1,10001367
1488,002006,精功科技,0.32,0.25,974686637.8,52.21399607,67.0123,91181284.04,292.63107982,528.3862,2.78727201,18.16,1.55633182,23.54175628,不分配不转增,-,2012-04-07T00:00:00,2010-12-31T00:00:00,4,10001386
1489,600694,大商股份,0.41,0.44,24343456921.39,15.02751683,12.307,121782154.45,1153.04097644,-71.3795,11.1172677,3.8,5.88938897,18.94429682,不分配不转增,-,2012-04-07T00:00:00,2010-12-31T00:00:00,1,10000501
1490,600229,城市传媒,0.03,-0.12,2168575630.95,29.96512705,33.737,11419340.78,104.88795344,353.1588,3.27082084,0.88,-0.2593354,10.01037548,不分配不转增,-,2012-04-07T00:00:00,2010-12-31T00:00:00,1,10000186
1491,600557,康缘药业,0.43,0.39,1358307649.94,40.2438616,25.3051,180728871.33,12.76654991,-28.1791,2.90913853,15.95,0.40033788,72.69933098,10派0.6,0.407331975560081,2012-04-07T00:00:00,2010-12-31T00:00:00,1,10000374
1492,600128,弘业股份,0.3105,0.2058,3157100203.5,23.79247037,-1.0149,76626968.15,123.42518358,122.6188,5.21058747,6.03,-0.89934223,7.28539994,10派0.8,0.510855683269476,2012-04-07T00:00:00,2010-12-31T00:00:00,1,10000099
1493,600127,金健米业,0.0104,-0.05,1252357496.94,1.99481307,22.3877,5640377.21,48.29650355,17.6581,1.01852776,1.02,0.3804656,15.8932152,不分配不转增,-,2012-04-07T00:00:00,2010-12-31T00:00:00,1,10000098
1494,600477,杭萧钢构,0.203,0.169,3464218161.51,21.73174034,21.0806,94179026.12,-6.17943977,229.0607,2.08479222,12.19,0.15518792,12.29491561,10送2派0.3,0.396825396825397,2012-04-07T00:00:00,2010-12-31T00:00:00,1,10001315
1495,000040,东旭蓝天,0.21,0.07,777211705.95,11.55322762,95.1376,96276320.09,34.0497619,145.0633,1.85487305,10.16,1.14409262,41.08452197,不分配不转增,-,2012-04-07T00:00:00,2010-12-31T00:00:00,2,10000629
1496,600463,空港股份,0.24,0.21,859748112.91,13.70025164,-68.437,60819962.78,10.34452927,-144.804,2.50059544,10.0,0.06861662,20.21854029,10派0.8,1.05124835742444,2012-04-07T00:00:00,2010-12-31T00:00:00,1,10001337
1497,000061,农产品,0.3604,-0.03,1370820363.24,10.02166799,7.9427,276948019.61,185.07218206,-341.964,4.00612083,9.27,0.86307399,30.82754342,10派1.1,0.695762175838077,2012-04-07T00:00:00,2010-12-31T00:00:00,2,10000647
1498,600601,方正科技,0.1176,0.0192,8167792848.77,4.85560185,-1.0982,240854661.38,145.76125929,260.3846,1.87062076,7.07,0.09435679,7.58558638,10派0.1,0.304878048780488,2012-04-07T00:00:00,2010-12-31T00:00:00,1,10000408
1499,600580,卧龙电气,0.3263,0.2899,2903918779.09,30.08951858,1.3274,210634192.25,6.7031706,58.1465,5.56903316,11.14,0.17470411,17.52038799,10转5.9802派0.7974,0.953827751196172,2012-04-07T00:00:00,2010-12-31T00:00:00,1,10000389
1500,000019,深深宝A,0.0301,-0.23,229797398.17,24.79345174,1.9635,5687644.79,144.07294827,801.236,1.78697528,1.76,0.02871002,22.77354772,不分配不转增,-,2012-04-07T00:00:00,2010-12-31T00:00:00,2,10000608
1501,600173,卧龙地产,0.37,0.37,2198796464.66,110.62067577,2.4344,270259338.04,97.97576185,401.186,1.94239456,19.71,0.53212615,44.72868841,10派0.7,1.24333925399645,2012-04-07T00:00:00,2010-12-31T00:00:00,1,10000136
1504,600469,风神股份,0.407,0.367,8121845836.17,44.45206804,-4.0233,152628320.98,-50.77356503,353.4336,4.8290901,8.76,0.48762835,13.64764551,10派1,0.814995925020375,2012-04-06T00:00:00,2010-12-31T00:00:00,1,10001312
1505,600141,兴发集团,0.5086,0.59,4678043110.61,49.81662274,-0.4562,183286861.57,27.08442145,-55.2694,4.62987061,13.03,1.0558387,15.23716525,10派1,0.523286237571952,2012-04-06T00:00:00,2010-12-31T00:00:00,1,10000110
1506,601929,吉视传媒,0.2429,0.2354,1196210524.34,41.45067815,-,271550108.4,100.5131719,-,1.27616972,21.16,0.53063018,45.35079464,,-,2012-04-06T00:00:00,2010-12-31T00:00:00,1,80192405
1507,002648,卫星石化,2.27,2.3,1633072767.59,71.3459487,7.7902,305775848.87,184.41403835,57.355,4.29063957,65.46,1.102763,29.74325457,,-,2012-04-06T00:00:00,2010-12-31T00:00:00,4,80187632
1508,002631,德尔未来,0.81,0.91,509388809.24,22.93594286,42.0965,97795256.97,15.33383843,85.3831,2.21961161,45.07,1.18101521,33.58675732,,-,2012-04-06T00:00:00,2010-12-31T00:00:00,4,80186964
1509,300130,新国都,1.15,0.58,208527076.74,49.2306386,89.9635,57894445.26,30.40640595,43.8085,13.73,19.02,-0.04731691,53.00564673,10转8派2,0.974184120798831,2012-04-06T00:00:00,2010-12-31T00:00:00,3,80153032
1510,300206,理邦仪器,0.88,0.84,320608955.88,40.05120228,36.2066,66015910.29,43.80507202,61.9095,2.87,35.65,0.87348794,59.34055445,,-,2012-04-06T00:00:00,2010-12-31T00:00:00,3,80172141
1511,002552,宝鼎科技,0.63,0.58,404558624.5,6.51889909,-1.1632,71010423.87,4.98340091,18.6269,3.72437985,28.83,0.68386922,28.17739948,10转5派2,1.53609831029186,2012-04-06T00:00:00,2010-12-31T00:00:00,4,80166380
1512,300185,通裕重工,0.71,0.26,1127318586.19,1.14697488,16.6223,192647140.24,14.23234773,-30.2397,4.2919,18.13,0.26408961,31.33856279,不分配不转增,-,2012-04-06T00:00:00,2010-12-31T00:00:00,3,80140573
1513,300161,华中数控,0.67,0.43,382468809.07,21.81602263,121.7639,54400564.36,24.22762398,383.6616,4.3611,24.79,0.09118225,29.04198037,10派3,1.01798439090601,2012-04-06T00:00:00,2010-12-31T00:00:00,3,80101055
1514,002232,启明信息,0.2243,0.2104,1541067097.06,17.11717585,178.6697,90270768.26,13.75956902,-17.3297,3.03883406,11.46,0.11250319,12.9191606,10转4,-,2012-04-06T00:00:00,2010-12-31T00:00:00,4,80093878
1515,300214,日科化学,0.83,0.48,783846862.69,63.00043292,8.5802,83155193.22,49.71284978,25.4702,2.73,35.11,0.52041884,19.9295339,不分配不转增,-,2012-04-06T00:00:00,2010-12-31T00:00:00,3,80169931
1516,002337,赛象科技,0.49,0.33,512613963.24,-17.5957428,50.2861,91747530.83,-9.89451038,327.5221,10.53204616,7.26,-0.23435108,30.73071603,10转6派2.5,1.72532781228433,2012-04-06T00:00:00,2010-12-31T00:00:00,4,80062383
1517,600048,保利地产,0.83,0.69,35894117625.86,56.15230507,207.9551,4919983998.37,39.80299245,296.2942,6.49292926,18.02,-4.88891356,34.12434913,10转3派2.13,2.11309523809524,2012-04-06T00:00:00,2010-12-31T00:00:00,1,80080091
1518,002156,通富微电,0.25,0.2,1727112896.76,39.51606294,-12.5188,139078880.99,130.91788175,-52.8673,5.24983208,11.61,1.42700121,17.09525945,10转6,-,2012-04-06T00:00:00,2010-12-31T00:00:00,4,80097729
1519,601126,四方股份,0.48,0.46,1347719179.13,9.11666939,124.934,153463769.53,20.72138798,181.0452,6.20716495,22.95,0.54424805,45.32436754,10派2,1.15673799884326,2012-04-06T00:00:00,2010-12-31T00:00:00,1,80029354
1520,002230,科大讯飞,0.42,0.36,436057338.42,41.98034069,104.3438,101139242.64,25.99902997,107.3114,4.06139916,16.1,0.55575063,56.87772567,10转5派2,0.45903144365389,2012-04-06T00:00:00,2010-12-31T00:00:00,4,80027093
1521,000517,荣安地产,0.2323,0.2345,1249938654.88,-37.23800604,919.19,246566355.37,-69.62119083,1060.4155,1.79554303,13.83,-1.87970031,45.46745401,不分配不转增,-,2012-04-06T00:00:00,2010-12-31T00:00:00,2,10000859
1522,000597,东北制药,0.16,0.08,4828333032.29,-5.23317156,-60.7533,53444014.59,-88.77751494,-2525.8766,6.08618854,2.42,0.76679178,23.42195255,不分配不转增,-,2012-04-06T00:00:00,2010-12-31T00:00:00,2,10000934
1523,000558,莱茵体育,0.27,0.43,1823787313.8,62.57524065,250.8293,169102594.34,29.82887914,1049.2228,2.05791528,24.59,-0.78788922,28.70779081,10送7派0.78,1.18181818181818,2012-04-06T00:00:00,2010-12-31T00:00:00,2,10000900
1524,000988,华工科技,0.62,0.3,2024053851.52,38.37459738,24.7373,251225284.92,66.22355171,44.1178,3.99694889,16.32,0.17221704,26.06516471,10派1,0.472143531633617,2012-04-06T00:00:00,2010-12-31T00:00:00,2,10001237
1525,600633,浙数文化,0.75,0.66,1213433431.08,15.02467231,-11.0953,209151681.53,112.868475,224561.7324,4.92102301,23.07,1.65479217,44.46704879,不分配不转增,-,2012-04-06T00:00:00,2010-12-31T00:00:00,1,10000440
1526,600647,同达创业,0.1769,0.1755,326762897.89,-44.88640367,4.2531,18938223.12,-74.26494289,-114.2458,1.42181207,13.28,0.67501123,54.52041597,10派0.3,0.249376558603491,2012-04-06T00:00:00,2010-12-31T00:00:00,1,10000454
1527,000719,中原传媒,0.3,-0.013,1728803789.66,-100.0,-,132261624.11,-97.86267855,-,10.72064596,10.26,2.11431816,23.90272992,不分配不转增,-,2012-04-06T00:00:00,2010-12-31T00:00:00,2,10001035
1528,600070,浙江富润,0.45,0.07,1064963412.66,29.66965544,8.2745,63650629.28,56.43040895,9.8138,3.37176886,13.93,0.02754039,13.16391787,不分配不转增,-,2012-04-06T00:00:00,2010-12-31T00:00:00,1,10000043
1529,600064,南京高科,0.61,0.617,2681485215.67,26.91360251,-10.3046,314129244.7,18.82031105,26.9949,9.57149592,5.56,-2.56262267,28.92642888,10派1,0.734753857457752,2012-04-06T00:00:00,2010-12-31T00:00:00,1,10000037
1530,600682,南京新百,0.2,0.19,1539687306.78,9.27081226,40.9694,72511743.33,-18.23382198,-92.9296,2.99680899,6.85,0.36849742,23.33228157,10派1,0.915750915750916,2012-04-06T00:00:00,2010-12-31T00:00:00,1,10000489
1531,000918,嘉凯城,0.62,0.62,9177955316.12,24.81385852,94.9078,1115203876.66,-6.82443574,100.1018,2.2238323,32.11,-1.51034854,36.2732623,10派0.55,0.793650793650794,2012-04-06T00:00:00,2010-12-31T00:00:00,2,10001181
1532,600428,中远海特,0.24,0.21,4406779235.39,12.94831775,4.3811,339953999.45,150.88835146,14.2452,3.45188225,7.72,0.45603129,13.92421758,10派0.4,0.654664484451718,2012-04-06T00:00:00,2010-12-31T00:00:00,1,10000327
1533,000798,中水渔业,0.16,0.07,364480740.65,13.93460711,-5.4562,50033215.19,92.81627535,313.928,2.12416492,7.54,0.20875926,30.09653022,10派0.5,0.48030739673391,2012-04-06T00:00:00,2010-12-31T00:00:00,2,10001094
1534,600268,国电南自,0.23,0.2,2375847734.8,25.29892351,103.0656,133405678.51,49.36083255,294.4292,5.62932699,13.7,0.16769744,27.68840334,10转10派1.5,1.19426751592357,2012-04-06T00:00:00,2010-12-31T00:00:00,1,10000219
1535,002672,东江环保,1.24,1.14,1152358350.49,38.00884203,-,155855982.56,43.8920343,-,5.92628566,22.74,1.46320236,34.91290348,,-,2012-04-06T00:00:00,2010-12-31T00:00:00,4,10002518
1536,000826,启迪桑德,0.5,0.49,972011806.67,42.01181937,36.6144,206992727.63,42.04377941,23.2592,3.0832456,17.62,0.6244577,35.32853676,10派1,0.410340582683627,2012-04-06T00:00:00,2010-12-31T00:00:00,2,10001118
1537,000938,紫光股份,0.161,0.013,4355720854.94,6.29802376,12.8834,33221560.69,3.85569731,-66.7637,3.84980924,4.17,0.7628896,3.75504429,10派0.8,0.609756097560976,2012-04-06T00:00:00,2010-12-31T00:00:00,2,10001199
1538,000925,众合科技,0.19,0.16,1048155849.89,-13.11849813,29.4424,53698734.42,-42.57254206,-59.6926,2.16154555,9.3,-0.20468511,20.97494609,不分配不转增,-,2012-04-06T00:00:00,2010-12-31T00:00:00,2,10001187
1542,603000,人民网,0.48,0.48,331661884.5,74.26146207,-,81648412.42,260.54269479,-,2.56996024,41.14,0.52357605,57.98687474,,-,2012-04-05T00:00:00,2010-12-31T00:00:00,1,80195469
1543,601616,广电电气,0.4912,0.1714,1137867112.92,-6.52407423,54.5147,202933305.82,-4.57424861,102.5171,1.64913168,31.48,-0.09401033,28.76234661,10派3,1.95950359242325,2012-04-05T00:00:00,2010-12-31T00:00:00,1,80166986
1544,002426,胜利精密,0.3622,0.3047,1306504490.37,45.03250891,5.714,138958030.37,-16.90247471,-72.7136,3.17103746,14.12,-0.05907542,23.28683301,10派0.75,0.571210967250571,2012-04-05T00:00:00,2010-12-31T00:00:00,4,80142478
1545,601216,君正集团,0.9348,0.8773,2800121317.98,115.69843224,34.6852,486083235.85,216.45051685,563.0838,2.91532115,38.2,0.50778487,32.58439397,不分配不转增,-,2012-04-05T00:00:00,2010-12-31T00:00:00,1,80118120
1546,300257,开山股份,1.9,1.79,1625843217.58,70.57617654,-12.9504,203575617.49,78.80065392,3.7501,3.7,52.13,2.25550935,23.35182244,,-,2012-04-05T00:00:00,2010-12-31T00:00:00,3,80173432
1547,002223,鱼跃医疗,0.4,0.38,883900977.16,64.33002746,3.5589,160882376.25,60.01441725,25.8984,3.41139267,23.93,0.25691252,35.24355676,10转6,-,2012-04-05T00:00:00,2010-12-31T00:00:00,4,80113281
1548,002293,罗莱生活,1.72,1.66,1818814620.14,58.80589367,39.1256,240873496.9,43.14034116,1.0155,10.5191862,17.32,0.94175087,37.80123218,10派14.2,1.96948682385576,2012-04-05T00:00:00,2010-12-31T00:00:00,4,80125874
1549,002147,新光圆成,0.35,0.3,447511760.17,56.87987284,23.3051,81771991.18,116.30594085,60.481,3.30776905,16.58,0.17390461,35.69777328,10派1.5,1.02739726027397,2012-04-05T00:00:00,2010-12-31T00:00:00,4,80097618
1550,002573,清新环境,0.59,0.57,320725066.32,-3.16136078,65.085,65046692.44,116.26886738,56.7534,3.32784697,19.5,1.00523729,43.42840331,,-,2012-04-05T00:00:00,2010-12-31T00:00:00,4,80142312
1551,300205,天喻信息,0.87,0.44,527782665.47,46.86126135,17.4179,52112525.37,62.03482398,43.5825,3.85,25.52,0.96550693,35.53529418,不分配不转增,-,2012-04-05T00:00:00,2010-12-31T00:00:00,3,80009927
1552,601158,重庆水务,0.28,0.27,3280421367.33,19.67574468,16.3995,1293723326.15,27.29671786,-11.7339,2.29220402,13.34,0.37511809,51.67400807,10派1.88,2.23809523809524,2012-04-05T00:00:00,2010-12-31T00:00:00,1,80055867
1553,600883,博闻科技,0.3376,0.1963,47549601.93,-47.18996721,121.0048,79714109.36,204.13709371,6.2861,2.38696968,14.97,-0.02463697,12.4735236,10派0.6,0.498753117206983,2012-04-05T00:00:00,2010-12-31T00:00:00,1,10000832
1554,600695,绿庭投资,0.0189,-0.09,709615211.89,5.51115234,-31.2571,12769178.97,126.75354124,21.8448,0.28883956,6.73,-0.06792484,9.7719415,不分配不转增,-,2012-04-05T00:00:00,2010-12-31T00:00:00,1,10000502
1555,600689,上海三毛,0.08,-0.19,1653218987.23,24.5615796,-0.9721,15614452.21,14.55335413,424.9303,1.99,3.96,-0.04396321,8.14203332,不分配不转增,-,2012-04-05T00:00:00,2010-12-31T00:00:00,1,10000496
1556,001896,豫能控股,0.0343,0.05,4238340836.08,23.68382053,6.7963,21362552.58,120.11059127,1434.2014,0.96547414,2.54,0.4947235,9.35956979,不分配不转增,-,2012-04-05T00:00:00,2010-12-31T00:00:00,2,10001162
1557,601901,方正证券,0.2713,0.2637,3087703429.84,-6.7701644,61.512,1248122995.14,-9.91043734,44.1183,1.88,15.61,-0.80278517,-,,-,2012-04-05T00:00:00,2010-12-31T00:00:00,1,80000068
1558,000932,*ST华菱,-0.9657,-0.9737,60602087491.11,46.09125476,8.8347,-2643626083.51,-2302.32337199,-14.7923,4.54541961,-19.1,-1.05476234,1.46379476,不分配不转增,-,2012-04-05T00:00:00,2010-12-31T00:00:00,8,10001194
1561,002916,深南电路,-,-,1650530422.0,37.18057255,-,151659333.9,31.07513835,-,5.95587781,-,1.66881093,24.76386774,,-,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80146737
1562,002598,山东章鼓,0.6396,0.6198,558764953.89,7.1045972,6.1308,74189780.11,21.9225963,12.8904,2.0637438,34.13,0.72006157,32.04327888,,-,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80175929
1563,300212,易华录,0.761,0.42,263004322.49,58.89363018,137.3978,38032397.34,243.25498691,530.9762,2.57,34.91,0.19627043,33.95847274,,-,2012-03-31T00:00:00,2010-12-31T00:00:00,3,80172692
1564,600086,东方金钰,0.1631,0.1329,1570049096.73,40.75855953,-66.165,57474584.46,372.80083261,94.3602,1.22631769,14.25,-0.97208159,11.91575267,不分配不转增,-,2012-03-31T00:00:00,2010-12-31T00:00:00,1,10000059
1565,600058,五矿发展,0.359,0.3469,131465910645.75,39.40401796,4.0824,384795627.99,44.28713507,-184.8262,8.19668594,4.4275,1.05187438,2.57201301,10派1.5,0.407830342577488,2012-03-31T00:00:00,2010-12-31T00:00:00,1,10000031
1566,002360,同德化工,0.46,0.8462,309046697.56,34.12482166,36.1617,52817061.67,16.91820997,-0.3982,9.54665306,10.79,0.72473339,37.8142211,10转10派3,1.8018018018018,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80098683
1567,002187,广百股份,0.69,0.65,5824849056.74,25.77685716,44.3848,173866318.35,5.04136233,21.0778,7.61248209,14.32,3.19493363,19.64619176,10转5派2,1.2202562538133,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80026826
1568,300188,美亚柏科,1.03,0.39,187996001.19,52.65660078,96.6948,41045570.47,43.25694851,35.3397,2.77,45.23,1.47096614,56.77400393,不分配不转增,-,2012-03-31T00:00:00,2010-12-31T00:00:00,3,80167844
1569,300145,中金环境,1.12,0.57,635653688.94,60.14112028,6.3509,67359789.12,47.06638586,7.2716,11.33,36.72,1.25535747,31.16584101,10转8派2,1.13765642775882,2012-03-31T00:00:00,2010-12-31T00:00:00,3,80157796
1570,300162,雷曼股份,0.78,0.73,206102620.58,102.77359412,11.3831,38967799.98,81.93999048,-33.4119,2.07,46.26,0.42355901,36.56969926,不分配不转增,-,2012-03-31T00:00:00,2010-12-31T00:00:00,3,80160478
1571,002634,棒杰股份,0.79,0.77,284930679.94,53.84742233,25.3932,39506488.31,86.20469749,120.5576,3.12193812,28.98,1.27408438,27.28009946,,-,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80186824
1572,002398,建研集团,0.4,0.34,594441213.56,63.38496212,37.2119,57498810.01,-16.27272225,68.4596,9.3741608,6.95,-0.05003062,23.63377679,10转3派1.5,0.781657113079729,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80140380
1573,002465,海格通信,0.87,0.74,965755892.67,1.73596745,39.5069,241134623.82,13.77475981,275.9115,12.78025911,11.86,0.31185092,49.61216976,10派6,2.0979020979021,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80141453
1574,002303,美盈森,0.7969,0.7947,728741321.74,3.85353676,-6.815,142490523.4,7.4278974,-42.2224,9.22894442,9.02,0.73678171,35.65187389,10派3,0.828729281767956,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80133515
1575,300038,梅泰诺,0.28,0.26,242772967.32,-21.33156841,-60.3851,25693276.72,-43.8470852,55.3638,8.089,3.51,-1.02373211,22.4591215,10派1.5,0.986193293885601,2012-03-31T00:00:00,2010-12-31T00:00:00,3,80127289
1576,002431,棕榈股份,0.44,0.42,1293383907.16,95.66971739,62.9308,168436598.67,116.77836712,100.2971,8.66229341,17.19,-0.45689158,27.83212833,10转10派1,0.284252416145537,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80132086
1577,300018,中元股份,0.34,0.32,129549141.91,-17.44537247,49.7956,44107856.69,-23.94573411,8.7777,5.05,6.83,0.15072991,54.90666464,10派1.5,1.11856823266219,2012-03-31T00:00:00,2010-12-31T00:00:00,3,80133712
1578,300256,星星科技,0.7224,0.53,303718434.92,118.20926344,90.7687,54176838.14,96.03846556,107.4024,3.27,30.25,0.33812769,35.89868872,,-,2012-03-31T00:00:00,2010-12-31T00:00:00,3,80179245
1579,300084,海默科技,0.1477,0.1461,97302362.2,-16.97995082,75.9219,16932206.79,-38.95709367,8677.1218,9.6745,4.12,0.05446935,49.44780666,10转10派2,1.41143260409315,2012-03-31T00:00:00,2010-12-31T00:00:00,3,80143480
1580,002244,滨江集团,0.71,0.7,6218083386.36,119.44001654,312.8372,966205559.82,50.10825872,163.7184,3.1816089,25.16,0.14689753,44.82602455,10派0.7,0.609756097560976,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80113666
1581,300261,雅本化学,0.5833,0.57,184257428.9,12.61997688,229.3952,39667007.43,53.4549298,5611.9438,1.63,43.6,0.37203795,39.43474231,,-,2012-03-31T00:00:00,2010-12-31T00:00:00,3,80180703
1582,002328,新朋股份,0.53,0.52,1281531847.84,8.24496511,-20.3078,157549953.56,4.11232163,7.8235,7.01819992,7.61,0.61114962,24.03490994,10派2,1.26103404791929,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80099754
1583,002242,九阳股份,0.78,0.76,5346505242.06,15.3152586,-15.2937,590908267.42,-3.08954942,-35.1974,3.82415721,21.62,0.72215226,36.3519911,10派5,3.43642611683849,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80115432
1584,300262,巴安水务,0.6672,0.325,206525047.95,20.23417533,20.4902,31135196.58,56.06676354,276.5115,2.6788,29.27,0.40685902,34.32874895,,-,2012-03-31T00:00:00,2010-12-31T00:00:00,3,80182870
1585,002284,亚太股份,0.41,0.39,1750196479.62,32.1864512,10.3056,118509429.76,30.94739696,5.971,5.08437372,12.85,0.68200025,18.89073568,10转5派1,0.839630562552477,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80123305
1586,002201,九鼎新材,0.09,0.07,538590455.19,39.52801836,4.8921,15105578.27,29.57728815,7.766,2.82055059,4.01,0.31423649,25.70902541,10转3,-,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80102896
1587,002123,梦网集团,0.53,0.44,1336892015.01,44.96823473,-9.51,267368663.33,44.20271941,-2.2897,4.70923983,18.51,0.0774,46.2364744,10转5,-,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80092070
1588,002547,春兴精工,0.62,0.64,525862662.98,29.80057071,45.8681,66228857.45,18.89254643,29.0408,2.87771661,24.35,0.42755804,24.76929173,不分配不转增,-,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80159289
1589,300135,宝利国际,0.61,0.3,1045015854.17,48.5874716,-46.6976,76793571.95,31.65709315,-74.0878,12.37,20.39,1.01077484,13.38816694,10转10派6,3.50262697022767,2012-03-31T00:00:00,2010-12-31T00:00:00,3,80153031
1590,002089,新海宜,0.41,0.29,544654521.16,23.34660543,37.3187,139134286.06,69.3711051,-12.038,3.84626539,19.85,-0.00552777,38.50929116,10转5派1.5,1.13636363636364,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80080278
1591,002062,宏润建设,0.72,0.7,6044965478.54,0.89474284,52.3157,322333194.31,5.12203937,27.284,4.03517468,19.36,-2.0113064,15.16754503,10派2,1.77147918511958,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80080330
1592,002055,得润电子,0.3466,0.3497,973218557.26,48.86155141,36.9637,60508850.08,91.4614217,42.9884,2.16529748,17.19,-0.32873267,18.8195808,10派0.5,0.267379679144385,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80079724
1593,002140,东华科技,0.44,0.44,1835840098.16,3.69635975,168.9943,196973605.85,51.53742799,240.0389,3.12120655,25.24,-0.37216453,22.7627834,10转3送3派1.5,0.630782169890664,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80064133
1594,601766,中国中车,0.21,0.19,65133211929.0,39.91201766,45.3526,2526301750.0,50.84660643,3.1379,1.62733712,13.82,0.31428532,17.59456244,10派0.4,0.565770862800566,2012-03-31T00:00:00,2010-12-31T00:00:00,1,80106735
1595,601390,中国中铁,0.35,0.31,473725118000.0,36.52151659,75.3205,7396644000.0,8.91259691,-3.6146,3.15253907,11.48,0.04745243,8.87190079,10派0.55,1.51515151515152,2012-03-31T00:00:00,2010-12-31T00:00:00,1,80101504
1596,002144,宏达高科,0.32,0.22,409467457.09,37.23127445,20.4882,40097235.77,256.75406074,21.4537,7.48942208,5.87,1.09882682,22.1282207,10派1.5,1.13895216400911,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80097168
1597,002130,沃尔核材,0.28,0.27,520948609.6,28.66341059,12.8737,76334927.94,42.82143587,22.6335,1.98712086,16.74,0.18806612,37.8157505,10派0.5,0.252780586450961,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80090651
1598,002494,华斯股份,0.59,0.55,413333181.69,16.29615194,-53.2218,52674079.07,40.90861457,-65.7944,7.54029723,15.4,-0.52655081,22.50570854,10派1,0.465332712889716,2012-03-31T00:00:00,2010-12-31T00:00:00,4,80153342
1599,300107,建新股份,0.94,0.93,302064732.25,30.14265754,11.9932,52280451.26,24.31193157,13.5623,11.9,14.25,0.31871919,29.03698057,10转10派4.5,2.26017076845806,2012-03-31T00:00:00,2010-12-31T00:00:00,3,80149252
1600,000498,山东路桥,0.0014,-0.0048,-,-100.0,-,597928.72,-99.78171109,345.6831,0.02226638,16.6,-1.13371201,-,不分配不转增,-,2012-03-31T00:00:00,2010-12-31T00:00:00,2,10000842
